StatePair,OriginState,DestState,TotalFare,TotalTickets,AvgFare
Minnesota:Puerto Rico,Minnesota,Puerto Rico,838040.37,2600,322.3232192307692
Puerto Rico:Oklahoma,Puerto Rico,Oklahoma,296485.27999999997,955,310.4557905759162
Nebraska:South Carolina,Nebraska,South Carolina,372872.61000000004,1462,255.04282489740086
Alabama:Iowa,Alabama,Iowa,218808.2800000001,761,287.5273061760842
Pennsylvania:New Hampshire,Pennsylvania,New Hampshire,702659.0700000001,3124,224.9228777208707
U.S. Virgin Islands:Alaska,U.S. Virgin Islands,Alaska,26171.089999999997,40,654.2772499999999
Alaska:Illinois,Alaska,Illinois,1108060.069999999,2981,371.7075041932234
U.S. Virgin Islands:South Dakota,U.S. Virgin Islands,South Dakota,26725.53,64,417.58640625
Colorado:California,Colorado,California,22265765.99000006,95149,234.00945874365533
South Carolina:Washington,South Carolina,Washington,1656690.43,5115,323.88864711632453
U.S. Virgin Islands:Oregon,U.S. Virgin Islands,Oregon,122708.86999999998,305,402.32416393442617
Idaho:Oregon,Idaho,Oregon,665902.7000000004,3747,177.71622631438495
Wisconsin:North Dakota,Wisconsin,North Dakota,387809.9800000001,1195,324.52717991631806
Texas:Hawaii,Texas,Hawaii,11446134.389999984,22252,514.3867692791652
South Carolina:Rhode Island,South Carolina,Rhode Island,473836.4399999997,2117,223.82448748228612
Iowa:Iowa,Iowa,Iowa,255.0,1,255.0
Iowa:Arkansas,Iowa,Arkansas,120994.55000000002,438,276.2432648401827
Kentucky:Arizona,Kentucky,Arizona,2114237.6700000004,7654,276.22650509537505
Alabama:Nevada,Alabama,Nevada,1175100.6800000009,4106,286.1911056989773
Maine:Missouri,Maine,Missouri,510387.45,1812,281.67077814569535
Maine:South Dakota,Maine,South Dakota,38193.98999999998,108,353.6480555555554
Arizona:Nevada,Arizona,Nevada,2297994.5099999984,13778,166.78723399622575
North Carolina:Kentucky,North Carolina,Kentucky,2935708.390000004,11318,259.3840245626439
California:South Dakota,California,South Dakota,1874997.7200000018,6400,292.9683937500003
Missouri:Nebraska,Missouri,Nebraska,253737.36999999997,1518,167.15241765480894
Florida:Arizona,Florida,Arizona,10762091.210000005,39355,273.46185262355493
Montana:Vermont,Montana,Vermont,108010.80999999997,299,361.24016722408015
Louisiana:Michigan,Louisiana,Michigan,1766649.829999997,7551,233.96236657396332
Minnesota:Alabama,Minnesota,Alabama,761742.3900000002,2493,305.5525030084237
Florida:Michigan,Florida,Michigan,16986220.019999906,79495,213.67658368450728
Pennsylvania:Pennsylvania,Pennsylvania,Pennsylvania,2343599.4100000006,9057,258.7611140554268
Indiana:Arkansas,Indiana,Arkansas,350479.32000000007,1198,292.5536894824708
Georgia:Pennsylvania,Georgia,Pennsylvania,6632749.839999952,32484,204.18513237285902
New York:Pennsylvania,New York,Pennsylvania,4609211.270000003,17293,266.53624414502997
North Dakota:Nebraska,North Dakota,Nebraska,190025.23999999993,591,321.531708967851
Indiana:Maine,Indiana,Maine,295473.57,1164,253.8432731958763
Indiana:Colorado,Indiana,Colorado,1791911.9100000001,7754,231.09516507608978
Pennsylvania:Oregon,Pennsylvania,Oregon,2797753.5299999896,9581,292.01059701492426
Hawaii:Alabama,Hawaii,Alabama,877925.5800000005,1471,596.8222841604354
U.S. Pacific Trust Territories and Possessions:Michigan,U.S. Pacific Trust Territories and Possessions,Michigan,11359.939999999999,14,811.4242857142856
Minnesota:Colorado,Minnesota,Colorado,2474838.7600000035,11940,207.27292797319961
Wyoming:Hawaii,Wyoming,Hawaii,159248.58000000002,312,510.41211538461545
Tennessee:Missouri,Tennessee,Missouri,1408940.0499999984,6318,223.00412314023401
Kentucky:Maryland,Kentucky,Maryland,867876.89,4599,188.70991302457057
New Jersey:Puerto Rico,New Jersey,Puerto Rico,1892594.2300000002,7195,263.042978457262
Vermont:Oregon,Vermont,Oregon,224565.7299999998,658,341.2853039513675
California:Arizona,California,Arizona,15757448.620000036,87710,179.6539575875047
Mississippi:Alabama,Mississippi,Alabama,38807.229999999996,116,334.54508620689654
New York:Iowa,New York,Iowa,1598831.400000001,5800,275.6605862068967
Virginia:South Dakota,Virginia,South Dakota,739032.1899999994,2332,316.9091723842193
Georgia:Oregon,Georgia,Oregon,2638383.800000002,8099,325.76661316211903
North Dakota:Tennessee,North Dakota,Tennessee,521336.33,1709,305.05344060854304
U.S. Pacific Trust Territories and Possessions:Texas,U.S. Pacific Trust Territories and Possessions,Texas,291198.49000000017,256,1137.4941015625006
Montana:Utah,Montana,Utah,916478.2000000009,2673,342.865020576132
Arkansas:California,Arkansas,California,4706119.0499999905,14906,315.71978062525096
Rhode Island:Missouri,Rhode Island,Missouri,530583.7699999996,2009,264.1034196117469
Kansas:New Jersey,Kansas,New Jersey,216335.98999999993,718,301.30360724233975
Virginia:Oklahoma,Virginia,Oklahoma,2306062.950000004,9065,254.39194153337053
Maryland:Hawaii,Maryland,Hawaii,1808302.1200000045,3590,503.70532590529376
Indiana:Michigan,Indiana,Michigan,912244.2200000001,3084,295.7990337224384
Connecticut:Illinois,Connecticut,Illinois,2515345.310000003,9808,256.4585348694946
Mississippi:North Dakota,Mississippi,North Dakota,157748.67999999996,409,385.69359413202926
Kentucky:Wyoming,Kentucky,Wyoming,161070.82999999996,448,359.5331026785713
Arizona:California,Arizona,California,16688653.969999975,89369,186.7387345723906
West Virginia:New Hampshire,West Virginia,New Hampshire,15464.25,50,309.285
Maryland:Georgia,Maryland,Georgia,2061851.5899999982,10852,189.99738204939166
Alabama:Missouri,Alabama,Missouri,873421.1400000005,3305,264.2726596066567
Vermont:Maryland,Vermont,Maryland,54540.409999999996,176,309.88869318181816
Minnesota:New Hampshire,Minnesota,New Hampshire,274419.3499999999,1072,255.9881996268656
Missouri:Rhode Island,Missouri,Rhode Island,530580.0100000004,2014,263.44588381330703
Missouri:Idaho,Missouri,Idaho,663178.9000000008,2451,270.57482660138754
West Virginia:Vermont,West Virginia,Vermont,16398.26,51,321.53450980392154
New Jersey:Kentucky,New Jersey,Kentucky,2227455.179999995,6746,330.18902757189375
Kansas:North Dakota,Kansas,North Dakota,107408.19999999998,309,347.59935275080903
Louisiana:Virginia,Louisiana,Virginia,4744314.930000008,19554,242.62631328628456
Nevada:New Hampshire,Nevada,New Hampshire,439009.96999999916,1708,257.03159836065527
Wyoming:Vermont,Wyoming,Vermont,47212.93,130,363.1763846153846
New Hampshire:Illinois,New Hampshire,Illinois,733319.0999999996,3310,221.54655589123857
Kansas:Nebraska,Kansas,Nebraska,1215.5,4,303.875
New Jersey:New Mexico,New Jersey,New Mexico,519732.1100000005,1951,266.39267555099974
Utah:Vermont,Utah,Vermont,199566.06999999995,600,332.61011666666656
Michigan:Arkansas,Michigan,Arkansas,783194.68,2683,291.9100559075662
Wisconsin:West Virginia,Wisconsin,West Virginia,66822.72,193,346.2317098445596
Wisconsin:California,Wisconsin,California,9597232.850000031,34356,279.3466308650609
Maine:Texas,Maine,Texas,1492848.110000001,5048,295.7306081616484
Louisiana:Massachusetts,Louisiana,Massachusetts,2147014.390000002,9052,237.18674215642974
Puerto Rico:Montana,Puerto Rico,Montana,64338.56999999999,127,506.6029133858267
South Carolina:Georgia,South Carolina,Georgia,979870.4799999997,3626,270.2345504688361
Idaho:Iowa,Idaho,Iowa,166444.23,543,306.5271270718232
Texas:Massachusetts,Texas,Massachusetts,12113642.619999979,46239,261.9789056856761
U.S. Pacific Trust Territories and Possessions:Virginia,U.S. Pacific Trust Territories and Possessions,Virginia,216797.64,162,1338.2570370370372
Mississippi:Wyoming,Mississippi,Wyoming,51586.4,122,422.83934426229507
Wisconsin:Vermont,Wisconsin,Vermont,167350.94999999992,568,294.631954225352
Rhode Island:Arizona,Rhode Island,Arizona,694602.1300000004,2504,277.3970167731631
Hawaii:Puerto Rico,Hawaii,Puerto Rico,179226.73000000004,305,587.6286229508198
Colorado:Oregon,Colorado,Oregon,2810126.6300000004,12551,223.8966321408653
Indiana:North Dakota,Indiana,North Dakota,297906.77999999997,1041,286.1736599423631
Oklahoma:Connecticut,Oklahoma,Connecticut,339931.1499999999,1235,275.24789473684206
Kansas:South Dakota,Kansas,South Dakota,30739.000000000004,87,353.3218390804598
Louisiana:Connecticut,Louisiana,Connecticut,658656.9099999999,2598,253.52459969207078
Florida:South Dakota,Florida,South Dakota,1362011.1800000002,4699,289.8512832517557
Ohio:Ohio,Ohio,Ohio,9019.240000000002,23,392.1408695652175
New Mexico:Alaska,New Mexico,Alaska,296019.8900000001,868,341.0367396313365
U.S. Virgin Islands:Vermont,U.S. Virgin Islands,Vermont,39768.41,103,386.1010679611651
Michigan:Pennsylvania,Michigan,Pennsylvania,3968868.6199999903,12458,318.5799181248989
Alaska:Missouri,Alaska,Missouri,918453.5200000004,2735,335.8148153564901
New Mexico:New Hampshire,New Mexico,New Hampshire,147919.26999999993,582,254.15682130584182
Montana:Kansas,Montana,Kansas,101699.72,308,330.1938961038961
Georgia:South Dakota,Georgia,South Dakota,522153.1900000005,1690,308.9663846153849
West Virginia:New Mexico,West Virginia,New Mexico,32603.840000000004,100,326.0384
Alabama:Indiana,Alabama,Indiana,490112.72999999975,1621,302.35208513263404
North Dakota:Connecticut,North Dakota,Connecticut,122028.76999999996,396,308.1534595959595
Washington:Mississippi,Washington,Mississippi,407357.52999999997,1236,329.5772896440129
U.S. Pacific Trust Territories and Possessions:Connecticut,U.S. Pacific Trust Territories and Possessions,Connecticut,1353.43,1,1353.43
Pennsylvania:South Dakota,Pennsylvania,South Dakota,484472.3100000003,1594,303.9349498117944
Nebraska:Tennessee,Nebraska,Tennessee,696292.4499999991,2853,244.0562390466173
North Carolina:South Dakota,North Carolina,South Dakota,488897.77999999997,1643,297.564077906269
Arizona:U.S. Virgin Islands,Arizona,U.S. Virgin Islands,203954.92000000013,531,384.0958945386067
Nebraska:U.S. Virgin Islands,Nebraska,U.S. Virgin Islands,76954.25,190,405.02236842105265
Indiana:Kentucky,Indiana,Kentucky,16657.53,56,297.4558928571428
Arizona:Alabama,Arizona,Alabama,1321921.6100000006,4252,310.8940757290688
New Hampshire:Oklahoma,New Hampshire,Oklahoma,147054.34999999998,511,287.77759295499015
North Carolina:Hawaii,North Carolina,Hawaii,2900383.8599999966,5535,524.0079241192406
Hawaii:Indiana,Hawaii,Indiana,1492916.8100000012,2640,565.4987916666671
Oregon:Michigan,Oregon,Michigan,2366335.9700000007,7735,305.9257879767292
Oregon:Pennsylvania,Oregon,Pennsylvania,2745759.950000011,9419,291.51289415012326
Arkansas:Virginia,Arkansas,Virginia,1521236.6400000018,5592,272.0380257510733
Nebraska:Oregon,Nebraska,Oregon,730508.8899999999,2946,247.96635777325184
U.S. Virgin Islands:Kansas,U.S. Virgin Islands,Kansas,30950.219999999998,78,396.7976923076923
Rhode Island:Nevada,Rhode Island,Nevada,627763.2099999997,2277,275.69750109793574
South Dakota:U.S. Pacific Trust Territories and Possessions,South Dakota,U.S. Pacific Trust Territories and Possessions,1239.09,2,619.545
Alaska:Mississippi,Alaska,Mississippi,126923.09999999999,297,427.35050505050503
Ohio:Mississippi,Ohio,Mississippi,383483.4800000001,1436,267.0497771587744
Florida:U.S. Virgin Islands,Florida,U.S. Virgin Islands,2089973.290000001,7721,270.6868656909728
Florida:Alabama,Florida,Alabama,3771364.959999991,15775,239.0722637083988
South Dakota:Puerto Rico,South Dakota,Puerto Rico,69297.35999999999,199,348.2279396984924
U.S. Virgin Islands:Nevada,U.S. Virgin Islands,Nevada,137941.96999999997,357,386.39207282913156
Iowa:Puerto Rico,Iowa,Puerto Rico,191417.98000000007,605,316.39335537190095
New York:Hawaii,New York,Hawaii,6378827.549999974,12075,528.2672919254636
Oregon:Florida,Oregon,Florida,6275717.230000008,21447,292.61515503333834
New Mexico:Washington,New Mexico,Washington,1111601.600000001,5480,202.84700729927027
Maine:Louisiana,Maine,Louisiana,425820.5000000002,1489,285.9775016789793
Arizona:Washington,Arizona,Washington,5593732.580000001,27229,205.43290535825778
New Jersey:Colorado,New Jersey,Colorado,4992077.620000011,14862,335.8954124613115
Alaska:Nevada,Alaska,Nevada,1429700.2300000016,5241,272.79149589772976
Maryland:South Carolina,Maryland,South Carolina,915155.709999999,5512,166.0297006531203
Arizona:Wisconsin,Arizona,Wisconsin,2836659.7799999984,11139,254.66018314031766
Indiana:U.S. Virgin Islands,Indiana,U.S. Virgin Islands,206739.85000000012,547,377.9521937842781
Michigan:Montana,Michigan,Montana,831276.8700000005,2691,308.9100222965442
Maryland:Missouri,Maryland,Missouri,1764268.419999998,8218,214.68342905816476
North Dakota:Massachusetts,North Dakota,Massachusetts,340920.14000000025,1135,300.37016740088126
Puerto Rico:Maryland,Puerto Rico,Maryland,930124.1099999996,3899,238.55452936650414
South Carolina:Puerto Rico,South Carolina,Puerto Rico,363243.92000000016,1213,299.4591261335533
Wisconsin:South Carolina,Wisconsin,South Carolina,997478.0499999992,3764,265.004795430393
Alaska:Maryland,Alaska,Maryland,447180.57999999996,1112,402.1408093525179
Virginia:Wyoming,Virginia,Wyoming,686405.8499999996,1881,364.9153907496011
Washington:Florida,Washington,Florida,11830683.230000017,41104,287.82316149279916
Missouri:Alaska,Missouri,Alaska,929086.0199999997,2721,341.45020948180803
Texas:New Jersey,Texas,New Jersey,14572587.569999991,48988,297.4725967583896
South Carolina:North Carolina,South Carolina,North Carolina,342608.9900000003,1333,257.0209977494376
Mississippi:Puerto Rico,Mississippi,Puerto Rico,90606.11999999998,255,355.3181176470587
Alaska:Oklahoma,Alaska,Oklahoma,455593.46999999986,1128,403.89492021276584
Alabama:Colorado,Alabama,Colorado,1547268.000000001,5284,292.82134746404256
Nebraska:Connecticut,Nebraska,Connecticut,270811.2799999999,953,284.1671353620146
U.S. Virgin Islands:Arkansas,U.S. Virgin Islands,Arkansas,92941.0,252,368.81349206349205
Maine:Puerto Rico,Maine,Puerto Rico,86249.50999999997,299,288.45989966555175
U.S. Virgin Islands:New York,U.S. Virgin Islands,New York,1945798.5900000005,6482,300.18491052144407
Virginia:Florida,Virginia,Florida,24760179.309999987,122696,201.80103108495786
Connecticut:Kentucky,Connecticut,Kentucky,875018.52,2981,293.53187520966117
Colorado:New Hampshire,Colorado,New Hampshire,475079.86,1760,269.9317386363636
Tennessee:Montana,Tennessee,Montana,759574.5499999999,2274,334.02574758135444
New Mexico:Puerto Rico,New Mexico,Puerto Rico,133503.24999999997,448,297.99832589285705
California:Kansas,California,Kansas,2046582.05,7728,264.82686982401657
New Mexico:New Jersey,New Mexico,New Jersey,532508.8899999993,1959,271.82689637570155
Arizona:Florida,Arizona,Florida,10751303.379999973,39381,273.00737360656086
California:Nebraska,California,Nebraska,5144170.44,20156,255.21782298075016
Nevada:Wyoming,Nevada,Wyoming,247676.84000000005,1053,235.21067426400765
New York:Indiana,New York,Indiana,3981367.560000002,14546,273.70875567166246
Nebraska:Alabama,Nebraska,Alabama,297508.40000000014,1048,283.8820610687024
U.S. Pacific Trust Territories and Possessions:New Jersey,U.S. Pacific Trust Territories and Possessions,New Jersey,56822.86,48,1183.8095833333334
Nevada:North Carolina,Nevada,North Carolina,4977588.21999999,17269,288.23835890902717
U.S. Pacific Trust Territories and Possessions:Iowa,U.S. Pacific Trust Territories and Possessions,Iowa,2793.1,2,1396.55
California:Vermont,California,Vermont,1494683.3399999992,4529,330.0250253919186
West Virginia:North Carolina,West Virginia,North Carolina,149150.03000000006,628,237.50004777070072
Tennessee:Wisconsin,Tennessee,Wisconsin,1529533.0099999965,5575,274.3556968609859
New Jersey:Massachusetts,New Jersey,Massachusetts,2062251.8400000003,9247,223.01847518113988
Maine:Arizona,Maine,Arizona,535166.9599999997,1746,306.5102863688429
Washington:South Dakota,Washington,South Dakota,537455.2,1789,300.4221352711011
Louisiana:New Jersey,Louisiana,New Jersey,2429994.57,10204,238.1413729909839
Kansas:Utah,Kansas,Utah,197939.66000000003,703,281.56423897581794
North Carolina:Michigan,North Carolina,Michigan,5495382.970000024,20791,264.31547159828887
U.S. Virgin Islands:Maine,U.S. Virgin Islands,Maine,39538.9,100,395.389
Hawaii:Minnesota,Hawaii,Minnesota,3529095.699999995,7259,486.16830141892757
Hawaii:Washington,Hawaii,Washington,10056807.230000006,30012,335.0928705184595
West Virginia:U.S. Virgin Islands,West Virginia,U.S. Virgin Islands,20130.289999999997,55,366.00527272727265
Louisiana:Iowa,Louisiana,Iowa,437919.20000000024,1654,264.763724304716
North Dakota:Alaska,North Dakota,Alaska,318083.63999999984,799,398.1021777221525
South Carolina:Alabama,South Carolina,Alabama,541593.65,2034,266.27023107177973
South Dakota:Oklahoma,South Dakota,Oklahoma,134865.18,442,305.12484162895925
Maryland:North Carolina,Maryland,North Carolina,1424021.799999999,7880,180.71342639593897
Wyoming:Idaho,Wyoming,Idaho,65150.06999999999,209,311.7228229665071
Florida:Indiana,Florida,Indiana,8232717.560000014,39903,206.31826078239766
Utah:Michigan,Utah,Michigan,1831232.9100000013,5796,315.94770703933773
Maine:Georgia,Maine,Georgia,938654.9799999995,3571,262.854936992439
Wisconsin:Nebraska,Wisconsin,Nebraska,461071.91000000015,1861,247.75492208490067
Maryland:Alabama,Maryland,Alabama,819724.8199999996,3393,241.5929325081048
Pennsylvania:New Jersey,Pennsylvania,New Jersey,1424256.589999999,5018,283.8295316859304
New York:U.S. Virgin Islands,New York,U.S. Virgin Islands,1860980.8900000004,6314,294.7388169147926
Illinois:New Mexico,Illinois,New Mexico,1317250.16,4935,266.9199918946302
Ohio:California,Ohio,California,16941894.590000056,58486,289.67435950483974
Kentucky:Alaska,Kentucky,Alaska,345597.9300000002,792,436.361022727273
Arizona:Nebraska,Arizona,Nebraska,1359459.7799999989,5788,234.87556668970262
Missouri:California,Missouri,California,18546851.15,71243,260.33225930968655
Minnesota:Georgia,Minnesota,Georgia,3814529.6199999987,13342,285.9038839754159
Michigan:U.S. Pacific Trust Territories and Possessions,Michigan,U.S. Pacific Trust Territories and Possessions,11459.06,10,1145.906
Virginia:Texas,Virginia,Texas,24504220.460000005,89693,273.201035309333
